0;1;2;3;4;5;6
"Plantage Middenlaan 54 E1
1018 DH  AMSTERDAM";Woonfunctie;73m²;52.3649255;4.9153193;house;
"Plantage Middenlaan 54 E10
1018 DH  AMSTERDAM";Woonfunctie;56m²;52.36492;4.9150863;house;
"Plantage Middenlaan 54 E11
1018 DH  AMSTERDAM";Woonfunctie;77m²;52.3648508;4.9152408;house;
"Plantage Middenlaan 54 E12
1018 DH  AMSTERDAM";Woonfunctie;82m²;52.3648234;4.9152262;house;
"Plantage Middenlaan 54 E13
1018 DH  AMSTERDAM";Woonfunctie;82m²;52.3647563;4.91515;house;
"Plantage Middenlaan 54 E14
1018 DH  AMSTERDAM";Woonfunctie;82m²;52.3647273;4.9151032;house;
"Plantage Middenlaan 54 E15
1018 DH  AMSTERDAM";Woonfunctie;82m²;52.3646968;4.9150763;house;
"Plantage Middenlaan 54 E2
1018 DH  AMSTERDAM";Woonfunctie;75m²;52.364942;4.9152721;house;
"Plantage Middenlaan 54 E3
1018 DH  AMSTERDAM";Woonfunctie;70m²;52.364957;4.9152223;house;
"Plantage Middenlaan 54 E4
1018 DH  AMSTERDAM";Woonfunctie;70m²;52.3649689;4.9151701;house;
"Plantage Middenlaan 54 E5
1018 DH  AMSTERDAM";Woonfunctie;71m²;52.3649869;4.9151129;house;
"Plantage Middenlaan 54 E6
1018 DH  AMSTERDAM";Woonfunctie;71m²;52.365087;4.914749;house;
"Plantage Middenlaan 54 E7
1018 DH  AMSTERDAM";Woonfunctie;75m²;52.3650142;4.9150977;house;
"Plantage Middenlaan 54 E8
1018 DH  AMSTERDAM";Woonfunctie;75m²;52.3650216;4.9150505;house;
"Plantage Middenlaan 54 E9
1018 DH  AMSTERDAM";Woonfunctie;57m²;52.3649474;4.9151083;house;
"Plantage Middenlaan 54 F1
1018 DH  AMSTERDAM";Woonfunctie;73m²;52.3649012;4.9153047;house;
"Plantage Middenlaan 54 F10
1018 DH  AMSTERDAM";Woonfunctie;56m²;52.3649035;4.9151187;house;
"Plantage Middenlaan 54 F11
1018 DH  AMSTERDAM";Woonfunctie;77m²;52.3648037;4.9152413;house;
"Plantage Middenlaan 54 F12
1018 DH  AMSTERDAM";Woonfunctie;82m²;52.3646526;4.9150296;house;
"Plantage Middenlaan 54 F13
1018 DH  AMSTERDAM";Woonfunctie;82m²;52.3646177;4.9150349;house;
"Plantage Middenlaan 54 F14
1018 DH  AMSTERDAM";Woonfunctie;82m²;52.3646008;4.9149905;house;
"Plantage Middenlaan 54 F15
1018 DH  AMSTERDAM";Woonfunctie;82m²;52.3645735;4.9149858;house;
"Plantage Middenlaan 54 F2
1018 DH  AMSTERDAM";Woonfunctie;75m²;52.3649162;4.9152624;house;
"Plantage Middenlaan 54 F3
1018 DH  AMSTERDAM";Woonfunctie;70m²;52.3649327;4.9152176;house;
"Plantage Middenlaan 54 F4
1018 DH  AMSTERDAM";Woonfunctie;70m²;52.3649432;4.9151728;house;
"Plantage Middenlaan 54 F5
1018 DH  AMSTERDAM";Woonfunctie;71m²;52.3649642;4.9151255;house;
"Plantage Middenlaan 54 F6
1018 DH  AMSTERDAM";Woonfunctie;71m²;52.365066;4.9147406;house;
"Plantage Middenlaan 54 F7
1018 DH  AMSTERDAM";Woonfunctie;75m²;52.3649898;4.9150583;house;
"Plantage Middenlaan 54 F8
1018 DH  AMSTERDAM";Woonfunctie;75m²;52.3650761;4.9150177;house;
"Plantage Middenlaan 54 F9
1018 DH  AMSTERDAM";Woonfunctie;57m²;52.3649278;4.9151408;house;
"Plantage Middenlaan 54 G1
1018 DH  AMSTERDAM";Woonfunctie;71m²;52.3648828;4.9152677;house;
"Plantage Middenlaan 54 G10
1018 DH  AMSTERDAM";Woonfunctie;56m²;52.3648764;4.9151983;house;
"Plantage Middenlaan 54 G11
1018 DH  AMSTERDAM";Woonfunctie;72m²;52.3647806;4.9151448;house;
"Plantage Middenlaan 54 G12
1018 DH  AMSTERDAM";Woonfunctie;77m²;52.3647455;4.9151129;house;
"Plantage Middenlaan 54 G13
1018 DH  AMSTERDAM";Woonfunctie;77m²;52.3646755;4.9150542;house;
"Plantage Middenlaan 54 G14
1018 DH  AMSTERDAM";Woonfunctie;82m²;52.3645506;4.9149488;house;
"Plantage Middenlaan 54 G15
1018 DH  AMSTERDAM";Woonfunctie;81m²;52.3645355;4.9149688;house;
"Plantage Middenlaan 54 G2
1018 DH  AMSTERDAM";Woonfunctie;73m²;52.3649054;4.9152129;house;
"Plantage Middenlaan 54 G3
1018 DH  AMSTERDAM";Woonfunctie;60m²;52.3649158;4.9151731;house;
"Plantage Middenlaan 54 G4
1018 DH  AMSTERDAM";Woonfunctie;66m²;52.3650351;4.9150156;house;
"Plantage Middenlaan 54 G5
1018 DH  AMSTERDAM";Woonfunctie;65m²;52.3650577;4.9149707;house;
"Plantage Middenlaan 54 G6
1018 DH  AMSTERDAM";Woonfunctie;65m²;52.3650664;4.9146623;house;
"Plantage Middenlaan 54 G7
1018 DH  AMSTERDAM";Woonfunctie;75m²;52.3650258;4.9149636;house;
"Plantage Middenlaan 54 G8
1018 DH  AMSTERDAM";Woonfunctie;75m²;52.3650424;4.9149263;house;
"Plantage Middenlaan 54 G9
1018 DH  AMSTERDAM";Woonfunctie;57m²;52.3648899;4.915156;house;
"Plantage Muidergracht 97
1018 TN  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3645495;4.9140021;house;
"Plantage Muidergracht 97 A1
1018 TN  AMSTERDAM";Woonfunctie;132m²;52.3647286;4.9135608;house;
"Plantage Muidergracht 97 A2
AMSTERDAM";Overige gebruiksfunctie;9589m²;52.3647134;4.9136579;house;
"Plantage Muidergracht 97 A3
AMSTERDAM";Overige gebruiksfunctie;16m²;52.3647031;4.9136954;house;
"Plantage Muidergracht 97 B1
1018 TN  AMSTERDAM";Woonfunctie;54m²;52.3647516;4.913581;house;
"Plantage Muidergracht 97 B10
1018 TN  AMSTERDAM";Woonfunctie;80m²;52.3646041;4.9139539;house;
"Plantage Muidergracht 97 B11
1018 TN  AMSTERDAM";Woonfunctie;90m²;52.3646362;4.9138781;house;
"Plantage Muidergracht 97 B2
1018 TN  AMSTERDAM";Woonfunctie;105m²;52.3647294;4.9136107;house;
"Plantage Muidergracht 97 B3
1018 TN  AMSTERDAM";Woonfunctie;79m²;52.3647859;4.9136168;house;
"Plantage Muidergracht 97 B4
1018 TN  AMSTERDAM";Woonfunctie;81m²;52.3648301;4.9136658;house;
"Plantage Muidergracht 97 B5
1018 TN  AMSTERDAM";Woonfunctie;79m²;52.3647984;4.9136504;house;
"Plantage Muidergracht 97 B6
1018 TN  AMSTERDAM";Woonfunctie;90m²;52.3646749;4.9137552;house;
"Plantage Muidergracht 97 B7
1018 TN  AMSTERDAM";Woonfunctie;90m²;52.3646667;4.91378;house;
"Plantage Muidergracht 97 B8
1018 TN  AMSTERDAM";Woonfunctie;89m²;52.3646545;4.9138116;house;
"Plantage Muidergracht 97 B9
1018 TN  AMSTERDAM";Woonfunctie;93m²;52.3646177;4.9139222;house;
"Plantage Muidergracht 97 C1
1018 TN  AMSTERDAM";Woonfunctie;115m²;52.3647582;4.9136642;house;
"Plantage Muidergracht 97 C10
1018 TN  AMSTERDAM";Woonfunctie;80m²;52.3646498;4.913912;house;
"Plantage Muidergracht 97 C11
1018 TN  AMSTERDAM";Woonfunctie;93m²;52.3646711;4.9138362;house;
"Plantage Muidergracht 97 C12
1018 TN  AMSTERDAM";Woonfunctie;74m²;52.3646316;4.9139536;house;
"Plantage Muidergracht 97 C2
1018 TN  AMSTERDAM";Woonfunctie;69m²;52.3647781;4.9136963;house;
"Plantage Muidergracht 97 C3
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3648;4.9137216;house;
"Plantage Muidergracht 97 C4
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3648251;4.9137519;house;
"Plantage Muidergracht 97 C5
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3648481;4.9137738;house;
"Plantage Muidergracht 97 C6
1018 TN  AMSTERDAM";Woonfunctie;83m²;52.3648722;4.9137957;house;
"Plantage Muidergracht 97 C7
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3649003;4.9138073;house;
"Plantage Muidergracht 97 C8
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3646943;4.9137775;house;
"Plantage Muidergracht 97 C9
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3646847;4.9138046;house;
"Plantage Muidergracht 97 D1
1018 TN  AMSTERDAM";Woonfunctie;115m²;52.3647373;4.9136644;house;
"Plantage Muidergracht 97 D10
1018 TN  AMSTERDAM";Woonfunctie;80m²;52.3647028;4.9138381;house;
"Plantage Muidergracht 97 D2
1018 TN  AMSTERDAM";Woonfunctie;69m²;52.3647562;4.9136965;house;
"Plantage Muidergracht 97 D3
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3647792;4.9137286;house;
"Plantage Muidergracht 97 D4
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3648033;4.9137556;house;
"Plantage Muidergracht 97 D5
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3648315;4.9137825;house;
"Plantage Muidergracht 97 D6
1018 TN  AMSTERDAM";Woonfunctie;83m²;52.3648577;4.9138162;house;
"Plantage Muidergracht 97 D7
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3648827;4.9138313;house;
"Plantage Muidergracht 97 D8
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3647109;4.913802;house;
"Plantage Muidergracht 97 D9
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3646635;4.9139441;house;
"Plantage Muidergracht 97 E1
1018 TN  AMSTERDAM";Woonfunctie;115m²;52.364727;4.9136935;house;
"Plantage Muidergracht 97 E10
1018 TN  AMSTERDAM";Woonfunctie;80m²;52.3647316;4.9138176;house;
"Plantage Muidergracht 97 E2
1018 TN  AMSTERDAM";Woonfunctie;69m²;52.3647386;4.9137206;house;
"Plantage Muidergracht 97 E3
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3647616;4.9137356;house;
"Plantage Muidergracht 97 E4
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3647835;4.9137592;house;
"Plantage Muidergracht 97 E5
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3648138;4.9137878;house;
"Plantage Muidergracht 97 E6
1018 TN  AMSTERDAM";Woonfunctie;83m²;52.3648389;4.913813;house;
"Plantage Muidergracht 97 E7
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3649067;4.9138497;house;
"Plantage Muidergracht 97 E8
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3646919;4.913863;house;
"Plantage Muidergracht 97 E9
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3646833;4.9139405;house;
"Plantage Muidergracht 97 F1
1018 TN  AMSTERDAM";Woonfunctie;115m²;52.3646854;4.9136939;house;
"Plantage Muidergracht 97 F10
1018 TN  AMSTERDAM";Woonfunctie;80m²;52.3647139;4.913874;house;
"Plantage Muidergracht 97 F2
1018 TN  AMSTERDAM";Woonfunctie;69m²;52.3647146;4.9137174;house;
"Plantage Muidergracht 97 F3
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.364746;4.9137477;house;
"Plantage Muidergracht 97 F4
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3647659;4.9137679;house;
"Plantage Muidergracht 97 F5
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3647941;4.9137897;house;
"Plantage Muidergracht 97 F6
1018 TN  AMSTERDAM";Woonfunctie;83m²;52.3648192;4.91382;house;
"Plantage Muidergracht 97 F7
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3648453;4.9138453;house;
"Plantage Muidergracht 97 F8
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3647249;4.9138491;house;
"Plantage Muidergracht 97 F9
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3646462;4.9140362;house;
"Plantage Muidergracht 97 G1
1018 TN  AMSTERDAM";Woonfunctie;114m²;52.3646908;4.913733;house;
"Plantage Muidergracht 97 G10
1018 TN  AMSTERDAM";Woonfunctie;74m²;52.3646754;4.9138901;house;
"Plantage Muidergracht 97 G2
1018 TN  AMSTERDAM";Woonfunctie;67m²;52.3647096;4.9137464;house;
"Plantage Muidergracht 97 G3
1018 TN  AMSTERDAM";Woonfunctie;77m²;52.3647294;4.913753;house;
"Plantage Muidergracht 97 G4
1018 TN  AMSTERDAM";Woonfunctie;77m²;52.3647472;4.91378;house;
"Plantage Muidergracht 97 G5
1018 TN  AMSTERDAM";Woonfunctie;77m²;52.3648672;4.9138569;house;
"Plantage Muidergracht 97 G6
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3648871;4.9138737;house;
"Plantage Muidergracht 97 G7
1018 TN  AMSTERDAM";Woonfunctie;81m²;52.3649069;4.9138905;house;
"Plantage Muidergracht 97 G8
1018 TN  AMSTERDAM";Woonfunctie;85m²;52.3646974;4.9138832;house;
"Plantage Muidergracht 97 G9
1018 TN  AMSTERDAM";Woonfunctie;85m²;52.3646938;4.9139778;house;
"Plantage Muidergracht 97 H1
AMSTERDAM";Overige gebruiksfunctie;18m²;52.3645923;4.9140043;house;
"Plantage Muidergracht 97 H2
1018 TN  AMSTERDAM";Woonfunctie;93m²;52.364666;4.9139929;house;
"Plantage Muidergracht 97 H3
1018 TN  AMSTERDAM";Woonfunctie;92m²;52.3646075;4.9140555;house;
"Plantage Muidergracht 99
1018 TN  AMSTERDAM";Overige gebruiksfunctie;1m²;52.364434;4.9143411;house;
"Plantage Muidergracht 99 A
1018 TN  AMSTERDAM";Overige gebruiksfunctie;11m²;52.3644864;4.9142264;house;
"Plantage Muidergracht 99 A1
1018 TN  AMSTERDAM";Gezondheidszorgfunctie;256m²;52.3645367;4.9141563;house;
"Plantage Muidergracht 99 A2
1018 TN  AMSTERDAM";Gezondheidszorgfunctie;913m²;52.3645534;4.9142355;house;
"Plantage Muidergracht 99 A3
1018 TN  AMSTERDAM";Gezondheidszorgfunctie;913m²;52.3645765;4.9142525;house;
"Plantage Muidergracht 99 A5
1018 TN  AMSTERDAM";Overige gebruiksfunctie;28m²;52.3644709;4.9143651;house;
"Plantage Muidergracht 99 A6
1018 TN  AMSTERDAM";Woonfunctie;92m²;52.3644218;4.9144043;house;
"Plantage Muidergracht 99 A7
1018 TN  AMSTERDAM";Woonfunctie;93m²;52.3644188;4.9144767;house;
"Plantage Muidergracht 99 A8
AMSTERDAM";Overige gebruiksfunctie;16m²;52.3643755;4.9146146;house;
"Plantage Muidergracht 99 B1
1018 TN  AMSTERDAM";Woonfunctie;54m²;52.364289;4.9148614;house;
"Plantage Muidergracht 99 B10
1018 TN  AMSTERDAM";Woonfunctie;80m²;52.3643893;4.9145892;house;
"Plantage Muidergracht 99 B2
1018 TN  AMSTERDAM";Woonfunctie;105m²;52.3643564;4.9149531;house;
"Plantage Muidergracht 99 B3
1018 TN  AMSTERDAM";Woonfunctie;79m²;52.3643942;4.9149925;house;
"Plantage Muidergracht 99 B4
1018 TN  AMSTERDAM";Woonfunctie;81m²;52.3644454;4.9150462;house;
"Plantage Muidergracht 99 B5
1018 TN  AMSTERDAM";Woonfunctie;79m²;52.3644832;4.9150747;house;
"Plantage Muidergracht 99 B6
1018 TN  AMSTERDAM";Woonfunctie;90m²;52.3643138;4.9148034;house;
"Plantage Muidergracht 99 B7
1018 TN  AMSTERDAM";Woonfunctie;90m²;52.3643313;4.9147544;house;
"Plantage Muidergracht 99 B8
1018 TN  AMSTERDAM";Woonfunctie;89m²;52.3643521;4.9146981;house;
"Plantage Muidergracht 99 B9
1018 TN  AMSTERDAM";Woonfunctie;93m²;52.3643641;4.9146509;house;
"Plantage Muidergracht 99 C1
1018 TN  AMSTERDAM";Woonfunctie;115m²;52.3643239;4.9148413;house;
"Plantage Muidergracht 99 C10
1018 TN  AMSTERDAM";Woonfunctie;80m²;52.3643907;4.9146543;house;
"Plantage Muidergracht 99 C11
1018 TN  AMSTERDAM";Woonfunctie;93m²;52.3644093;4.9145926;house;
"Plantage Muidergracht 99 C12
1018 TN  AMSTERDAM";Woonfunctie;73m²;52.3644134;4.9145238;house;
"Plantage Muidergracht 99 C2
1018 TN  AMSTERDAM";Woonfunctie;69m²;52.3643392;4.9147923;house;
"Plantage Muidergracht 99 C3
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3643352;4.9149063;house;
"Plantage Muidergracht 99 C4
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3643585;4.9149151;house;
"Plantage Muidergracht 99 C5
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.364413;4.9149615;house;
"Plantage Muidergracht 99 C6
1018 TN  AMSTERDAM";Woonfunctie;83m²;52.364464;4.9149845;house;
"Plantage Muidergracht 99 C7
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3644962;4.9150059;house;
"Plantage Muidergracht 99 C8
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3643523;4.9147505;house;
"Plantage Muidergracht 99 C9
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3643699;4.9147124;house;
"Plantage Muidergracht 99 D1
1018 TN  AMSTERDAM";Woonfunctie;115m²;52.3643187;4.9148755;house;
"Plantage Muidergracht 99 D10
1018 TN  AMSTERDAM";Woonfunctie;80m²;52.3644517;4.9144265;house;
"Plantage Muidergracht 99 D2
1018 TN  AMSTERDAM";Woonfunctie;69m²;52.3643515;4.9148287;house;
"Plantage Muidergracht 99 D3
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3643562;4.9148702;house;
"Plantage Muidergracht 99 D4
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3643831;4.9148724;house;
"Plantage Muidergracht 99 D5
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3644072;4.914899;house;
"Plantage Muidergracht 99 D6
1018 TN  AMSTERDAM";Woonfunctie;83m²;52.3644327;4.9149232;house;
"Plantage Muidergracht 99 D7
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3644612;4.9149401;house;
"Plantage Muidergracht 99 D8
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3644357;4.914549;house;
"Plantage Muidergracht 99 D9
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.364446;4.9144902;house;
"Plantage Muidergracht 99 E1
1018 TN  AMSTERDAM";Woonfunctie;115m²;52.3643648;4.9147968;house;
"Plantage Muidergracht 99 E10
1018 TN  AMSTERDAM";Woonfunctie;80m²;52.3644713;4.914463;house;
"Plantage Muidergracht 99 E2
1018 TN  AMSTERDAM";Woonfunctie;69m²;52.3643755;4.9148333;house;
"Plantage Muidergracht 99 E3
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.364401;4.9148502;house;
"Plantage Muidergracht 99 E4
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.364428;4.9148719;house;
"Plantage Muidergracht 99 E5
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3644536;4.914901;house;
"Plantage Muidergracht 99 E6
1018 TN  AMSTERDAM";Woonfunctie;83m²;52.3644837;4.9149496;house;
"Plantage Muidergracht 99 E7
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3645048;4.914964;house;
"Plantage Muidergracht 99 E8
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3643944;4.9147011;house;
"Plantage Muidergracht 99 E9
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3644151;4.9146299;house;
"Plantage Muidergracht 99 F1
1018 TN  AMSTERDAM";Woonfunctie;115m²;52.3643767;4.9147551;house;
"Plantage Muidergracht 99 F10
1018 TN  AMSTERDAM";Woonfunctie;80m²;52.3644374;4.9145954;house;
"Plantage Muidergracht 99 F2
1018 TN  AMSTERDAM";Woonfunctie;69m²;52.3643934;4.9148185;house;
"Plantage Muidergracht 99 F3
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3644189;4.9148427;house;
"Plantage Muidergracht 99 F4
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3644475;4.9148668;house;
"Plantage Muidergracht 99 F5
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3644746;4.9149057;house;
"Plantage Muidergracht 99 F6
1018 TN  AMSTERDAM";Woonfunctie;83m²;52.3644926;4.9149153;house;
"Plantage Muidergracht 99 F7
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3645106;4.9149297;house;
"Plantage Muidergracht 99 F8
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3644035;4.9147328;house;
"Plantage Muidergracht 99 F9
1018 TN  AMSTERDAM";Woonfunctie;91m²;52.3644183;4.9146812;house;
"Plantage Muidergracht 99 G1
1018 TN  AMSTERDAM";Woonfunctie;114m²;52.3643887;4.9147818;house;
"Plantage Muidergracht 99 G10
1018 TN  AMSTERDAM";Woonfunctie;74m²;52.3644791;4.9145363;house;
"Plantage Muidergracht 99 G2
1018 TN  AMSTERDAM";Woonfunctie;67m²;52.3644098;4.9148061;house;
"Plantage Muidergracht 99 G3
1018 TN  AMSTERDAM";Woonfunctie;77m²;52.3644384;4.9148327;house;
"Plantage Muidergracht 99 G4
1018 TN  AMSTERDAM";Woonfunctie;77m²;52.3644699;4.9148617;house;
"Plantage Muidergracht 99 G5
1018 TN  AMSTERDAM";Woonfunctie;77m²;52.3644924;4.9148737;house;
"Plantage Muidergracht 99 G6
1018 TN  AMSTERDAM";Woonfunctie;82m²;52.3645105;4.9148955;house;
"Plantage Muidergracht 99 G7
1018 TN  AMSTERDAM";Woonfunctie;81m²;52.3644319;4.9147153;house;
"Plantage Muidergracht 99 G8
1018 TN  AMSTERDAM";Woonfunctie;84m²;52.3644406;4.9146516;house;
"Plantage Muidergracht 99 G9
1018 TN  AMSTERDAM";Woonfunctie;85m²;52.3644644;4.9146049;house;
"Plantage Muidergracht 99 H1
AMSTERDAM";Overige gebruiksfunctie;16m²;52.3643035;4.914817;house;
"Plantage Muidergracht 99 H2
1018 TN  AMSTERDAM";Woonfunctie;132m²;52.3642964;4.9149051;house;
"Plantage Muidergracht 99 H2
1018 TN  AMSTERDAM";Woonfunctie;132m²;52.3642964;4.9149051;house;
"Plantage Muidergracht 107 A
1018 TP  AMSTERDAM";Industriefunctie;102m²;52.3641353;4.9155797;house;
"Plantage Muidergracht 107 B
1018 TP  AMSTERDAM";Industriefunctie;240m²;52.3641648;4.9155963;house;
"Plantage Lepellaan 5
1018 TD  AMSTERDAM";Woonfunctie;311m²;52.3644198;4.9152955;house;
"Plantage Lepellaan 4
1018 TD  AMSTERDAM";Woonfunctie;101m²;52.3643297;4.9152231;house;
"Plantage Lepellaan 3
1018 TD  AMSTERDAM";Woonfunctie;100m²;52.3642936;4.9151941;house;
"Plantage Lepellaan 2
1018 TD  AMSTERDAM";Woonfunctie;103m²;52.3642485;4.9151652;house;
"Plantage Lepellaan 1
1018 TD  AMSTERDAM";Woonfunctie;113m²;52.3641944;4.9151071;house;
"Plantage Muidergracht 101 B
1018 TP  AMSTERDAM";Woonfunctie;Verblijfsobject in gebruik;52.3642033;4.9151691;house;
"Plantage Muidergracht 101 A
1018 TP  AMSTERDAM";Woonfunctie;63m²;52.3641746;4.9151396;house;
"Plantage Muidergracht 101 B
1018 TP  AMSTERDAM";Woonfunctie;1906;52.3642033;4.9151691;house;
"Plantage Muidergracht 103
1018 TP  AMSTERDAM";Woonfunctie;1906;52.3641605;4.9152014;house;
"Plantage Muidergracht 101 B
1018 TP  AMSTERDAM";Woonfunctie;1906;52.3642033;4.9151691;house;
"Plantage Muidergracht 103
1018 TP  AMSTERDAM";Woonfunctie;1906;52.3641605;4.9152014;house;
"Plantage Muidergracht 105 A
1018 TP  AMSTERDAM";Woonfunctie;234m²;52.3641317;4.9152458;house;
"Plantage Muidergracht 105 B
1018 TP  AMSTERDAM";Woonfunctie;91m²;52.3640824;4.9153908;house;
"Plantage Muidergracht 109
1018 TP  AMSTERDAM";Woonfunctie;106m²;52.3640699;4.9154461;house;
"Plantage Muidergracht 111
1018 TP  AMSTERDAM";Woonfunctie;75m²;52.3640522;4.915505;house;
"Plantage Muidergracht 113-1
1018 TP  AMSTERDAM";Woonfunctie;38m²;52.3640344;4.9155492;house;
"Plantage Muidergracht 113-2
1018 TP  AMSTERDAM";Woonfunctie;48m²;52.3640344;4.9155494;house;
"Plantage Muidergracht 113 H
1018 TP  AMSTERDAM";Kantoorfunctie;52m²;52.3640343;4.9155496;house;
"Plantage Muidergracht 115
1018 TP  AMSTERDAM";Overige gebruiksfunctie;50m²;52.3640166;4.9155934;house;
"Plantage Muidergracht 117-1
1018 TP  AMSTERDAM";Woonfunctie;140m²;52.3639988;4.9156524;house;
"Plantage Muidergracht 117 H
1018 TP  AMSTERDAM";Overige gebruiksfunctie;1m²;52.3639989;4.9156526;house;
"Plantage Muidergracht 119
1018 TR  AMSTERDAM";Woonfunctie;134m²;52.3639721;4.9157114;house;
"Plantage Muidergracht 121
1018 TR  AMSTERDAM";Woonfunctie;88m²;52.3639903;4.9157699;house;
"Plantage Muidergracht 123
1018 TR  AMSTERDAM";Woonfunctie;216m²;52.3639455;4.9157997;house;
"Plantage Muidergracht 123
1018 TR  AMSTERDAM";Woonfunctie;216m²;52.3639455;4.9157997;house;
"Plantage Muidergracht 125 A1
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.363973;4.9159463;house;
"Plantage Muidergracht 125 A2
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639728;4.9159463;house;
"Plantage Muidergracht 125 A3
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639726;4.9159462;house;
"Plantage Muidergracht 125 A4
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639724;4.9159462;house;
"Plantage Muidergracht 125 A5
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639722;4.9159462;house;
"Plantage Muidergracht 125 B1
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639548;4.9158877;house;
"Plantage Muidergracht 125 B2
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639547;4.9158879;house;
"Plantage Muidergracht 125 B3
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639547;4.9158881;house;
"Plantage Muidergracht 125 B4
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639546;4.9158883;house;
"Plantage Muidergracht 125 B5
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639546;4.9158885;house;
"Plantage Muidergracht 125 B6
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639545;4.9158887;house;
"Plantage Muidergracht 125 C1
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639553;4.9160052;house;
"Plantage Muidergracht 125 C2
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639553;4.916005;house;
"Plantage Muidergracht 125 C3
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639552;4.9160048;house;
"Plantage Muidergracht 125 C4
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639552;4.9160046;house;
"Plantage Muidergracht 125 C5
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639551;4.9160044;house;
"Plantage Muidergracht 125 C6
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639551;4.9160042;house;
"Plantage Muidergracht 125 D1
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639283;4.9160055;house;
"Plantage Muidergracht 125 D2
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639283;4.9160053;house;
"Plantage Muidergracht 125 D3
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639284;4.9160051;house;
"Plantage Muidergracht 125 D4
1018 TR  AMSTERDAM";Woonfunctie;34m²;52.3639284;4.9160049;house;
